Well_ID,Formation,GR_API,NPHI_frac,RHOB_gcc,RT_ohmm,SW_frac
Well_C,Basement,143.6739649733428,0.03812401580970488,2.669294621306811,1513.186370449764,0.05176782465259371
Well_B,Reservoir_1,40.88827404673375,0.20740358600533146,2.4108762294395825,317.844449383083,0.2556036895256884
Well_B,Reservoir_1,41.11798799022907,0.1988501642998433,2.3826039404084187,314.563847148405,0.24961202306310032
Well_C,Transition,71.57060345624215,0.33278233610888136,2.4003310244222935,43.62013759900168,0.6187758391183064
Well_B,Shale_Cap,115.57129406633604,0.3913796615837055,2.282567932462571,3.0966426662392235,0.8603245179685682
Well_C,Basement,138.50991451630813,0.03985243269307133,2.6405216736480197,912.4814584714841,0.031143587454496222
Well_D,Shale_Cap,110.20847786590195,0.384675718235815,2.2188820870759276,5.5203163502458334,0.9346140579761353
Well_C,Shale_Cap,104.05011485942836,0.38748113139695145,2.2745533798494657,5.97655744488467,0.9360390946804192
Well_D,Transition,68.32287185047036,0.33345144773675406,2.3625705702809814,35.212607654497575,0.48841992796410993
Well_D,Basement,145.34996147513033,0.050760053914124116,2.676162679773391,1030.840319793151,0.03214966106838488
Well_A,Basement,136.4759584415238,0.048887739386513,2.6328827707560563,1530.5469960057214,0.020854291454338925
Well_C,Reservoir_2,37.45655060297135,0.24218276241814354,2.418153744706548,846.0162561439389,0.25124011615091546
Well_A,Shale_Cap,117.46873240244159,0.40426195399958365,2.252834338272798,4.083831909088168,0.9310661394403588
Well_C,Shale_Cap,121.53639293192025,0.37381767071594996,2.2526708180956456,5.128112350681544,0.942136810706587
Well_C,Reservoir_1,41.08518098171674,0.194280210789841,2.3833753409288447,182.78711415859803,0.3024349387637275
Well_A,Reservoir_2,22.818973134483517,0.24015982653825088,2.4179326678765225,638.3149966811272,0.20188153132357975
Well_A,Reservoir_1,29.082656442285103,0.20987858176920213,2.426769815489033,417.9610838540613,0.29217099492941145
Well_C,Reservoir_1,42.49097615128539,0.20802220693617715,2.4283815296597555,385.69473942793707,0.2867110480141145
Well_B,Reservoir_1,40.25835273486809,0.19663819092713902,2.4298408469907304,181.03901359332556,0.23835762145181938
Well_D,Transition,82.29207874856323,0.28203064036417924,2.350845434721074,41.71596686177729,0.5951472789088106
Well_A,Transition,77.92704802684638,0.2994994608250971,2.3745329889760085,40.43135869678616,0.5870733721264194
Well_D,Reservoir_1,42.06211571906028,0.1837632753529968,2.3886977267384926,255.55894979579818,0.19818067712625922
Well_B,Reservoir_2,30.47387647822666,0.23113299849794217,2.4505938550871345,831.8857454112066,0.19189974539961585
Well_B,Shale_Cap,120.51579531848097,0.34049066867292255,2.2312132921236247,4.563305258760825,0.8780849637262479
Well_B,Reservoir_2,31.279562221391924,0.260615016646874,2.4643752370339462,400.5731721581835,0.1473619552532802
Well_A,Basement,140.71934277441875,0.06490726136849953,2.6644600237160634,1735.3110327370723,0.014350806252955536
Well_B,Transition,75.30331223105568,0.2877319467291812,2.3409259094053563,43.609969642682884,0.4887208517382088
Well_A,Shale_Cap,121.28459184839892,0.38006092040306827,2.258738763394927,3.2250144831464467,0.931106458717913
Well_B,Shale_Cap,129.52517019829074,0.3289215773019609,2.2686863982247853,2.522841506960798,0.9652585479812607
Well_D,Basement,133.79872780950748,0.04775234598107317,2.6248966092182195,1594.7841060101869,0.04401686283368412
Well_D,Basement,131.1881173745199,0.04423489599273281,2.582268731235653,867.273049140751,0.015588792524702053
Well_C,Reservoir_1,38.722533310485105,0.21783608010805092,2.3804217686245175,163.15140140741224,0.21894417491194498
Well_D,Transition,79.46687935823324,0.2996938030165401,2.3673787449880326,22.06023935106763,0.556714328456317
Well_C,Transition,87.57257201331593,0.2968294085394606,2.349180863814702,23.551800593677417,0.5254546297646083
Well_D,Reservoir_2,27.333660204634022,0.22654107880153154,2.474234169602847,519.2207911272577,0.18733715342840424
Well_A,Reservoir_1,50.82702196496165,0.20581352645696266,2.3966185452268016,338.91502358250096,0.24251237488664704
Well_D,Reservoir_1,48.23942812437646,0.22355851742678537,2.400241771837086,169.9908507302045,0.2982114390562508
Well_C,Reservoir_1,54.943849279593024,0.19788570153993323,2.4248419074401864,325.5341173634739,0.26367203017120744
Well_C,Reservoir_1,43.79575548243895,0.2106400829813153,2.3949316425930767,199.04394021243084,0.27849205224657825
Well_B,Transition,94.10709798021298,0.30273070662165474,2.339040353460637,20.63649892731457,0.48169518653288423
Well_A,Transition,79.47744244691927,0.27305747420940607,2.3208515788446804,30.939019500596434,0.5884514943653655
Well_D,Reservoir_1,35.71853410390836,0.22073305505054572,2.43371408309326,228.91207136450106,0.19251339532370954
Well_B,Reservoir_2,35.594766553325336,0.24992095371611633,2.424864098228611,651.0716914927598,0.1858327567583475
Well_D,Shale_Cap,117.41856128926291,0.37498333967089903,2.276563882836981,4.575617014164523,0.9189392773223906
Well_D,Shale_Cap,124.44984007520527,0.3671296353923971,2.268556802561625,5.919881317435403,0.9282446066527219
Well_B,Reservoir_2,39.64234213206266,0.24015671512579248,2.4507659215809925,387.890745574086,0.18059210071933982
Well_B,Reservoir_1,48.435044023858815,0.18910381611957933,2.37067286821248,274.2452973205576,0.2635527498993431
Well_B,Transition,76.22997101131382,0.2944637340022216,2.359222200934273,28.578551201848924,0.5942325714556064
Well_B,Shale_Cap,126.52589770031437,0.3766575657242718,2.255651599009766,5.020167714985114,0.9098701346456382
Well_B,Basement,144.9458497098295,0.057348777860498176,2.6798864380600227,1009.6858925227361,0.0327016151338163
Well_D,Basement,149.04084314491195,0.05399687951752642,2.6404592931862454,1586.0067968712506,0.012810681978640314
Well_B,Reservoir_2,38.19141535716818,0.23042543153472125,2.446176660251979,632.8842759431496,0.2010032656299536
Well_A,Reservoir_1,52.213289667811424,0.22131019291263088,2.3747847448168837,339.1101785330236,0.2947987499032969
Well_C,Shale_Cap,130.31802203266196,0.39346362702539917,2.2472308803203247,2.037326479308373,0.882068252387811
Well_B,Reservoir_1,34.65421058226381,0.20581953485427948,2.392989590915814,368.0184518617815,0.21448427615546786
Well_B,Shale_Cap,133.35923603481126,0.38789343059645964,2.2260823387592965,3.4215382747429577,0.9518929319831017
Well_D,Reservoir_2,34.2230133411007,0.22731965666654166,2.440293763894584,723.3251028148898,0.1442373625928287
Well_B,Reservoir_2,28.075508434588798,0.2429656086768772,2.437581037027844,493.2737566591819,0.15786656603989338
Well_B,Basement,144.51719466344215,0.057223813578277716,2.648815005437247,1746.7009038645226,0.0220985718304109
Well_B,Reservoir_1,52.36178310740043,0.20200727628770795,2.4144936945150377,261.7966815262356,0.23951462090183484
Well_D,Basement,147.59554499123854,0.03474343685429905,2.697877523102816,1564.777598149376,0.005579438389387929
Well_B,Reservoir_1,38.68885112464532,0.261163985713365,2.3987150480268524,310.79578473131414,0.25737815055514285
Well_C,Basement,143.1073078191822,0.07061503576636398,2.6962509869177946,1458.821143503726,0.048299339980846186
Well_D,Transition,84.2268886093331,0.2889762856734293,2.325454033497331,20.166384382027232,0.5267933646174485
Well_C,Transition,77.97300434071238,0.3139277489491343,2.3786591562571155,47.17875369287904,0.5524176679018253
Well_D,Transition,68.86648708693195,0.2961268108144056,2.328495330381916,21.278215898145838,0.5108856733795696
Well_B,Transition,63.06770706341552,0.3302689948648426,2.3689243505366435,54.93885792153914,0.6106358663880981
Well_C,Shale_Cap,111.80650540536637,0.4170818513266838,2.274420673910507,2.4733447636935493,0.9032876356605175
Well_D,Transition,82.65678162774893,0.29255586447857895,2.382662458591126,39.1592740354059,0.5622877105207077
Well_A,Reservoir_2,29.55575289106863,0.2076076513342198,2.442817724938224,478.3245540020497,0.25288150941384085
Well_B,Reservoir_2,23.157803172185744,0.22067926996263518,2.408105938654664,782.5470327568389,0.24103202801501705
Well_D,Shale_Cap,124.10880085255774,0.36934598320676176,2.2266016632857943,2.533919889663775,0.8604781967884262
Well_A,Transition,55.021902293746805,0.2994497018989873,2.4031675479000922,34.16347599676165,0.5821311520113355
Well_D,Transition,73.18230351710575,0.3093754851215005,2.3200484368243512,45.80087818307469,0.5719737218773995
Well_A,Transition,80.41433519855573,0.29799691847040094,2.343889787494691,27.68311029822852,0.51457703187008
Well_B,Basement,140.64112664859084,0.05367365506816178,2.6874075387869976,1254.765858205486,0.04660263341731087
Well_C,Reservoir_1,37.18092629591793,0.20957265411303128,2.3950557664170438,168.73953604765347,0.19751838441464253
Well_A,Basement,127.45455843836235,0.0588404539636105,2.6821053169127733,869.6410570979406,0.039827381170535345
Well_D,Reservoir_1,40.31203465729072,0.21133981434449742,2.420318784354082,403.5738401286039,0.19627094551432286
Well_B,Transition,65.49963314490766,0.2894189464530741,2.373827940388655,25.329612412110386,0.5591462356400254
Well_A,Transition,67.96568461464601,0.30932859964867054,2.3489307555310757,40.51550908976927,0.5289308920921546
Well_D,Basement,137.5924505392117,0.04189747562985619,2.6660170759169284,1321.0518202369299,0.006886132312153048
Well_D,Basement,148.8918240965723,0.05428816500330573,2.6807931682178943,910.9015257100015,0.04247010583378612
Well_D,Reservoir_1,37.03445867610768,0.21172287766092748,2.388557219760288,203.1013804424517,0.30348377764003387
Well_A,Reservoir_2,17.393247582526964,0.23873119608315335,2.458078696821724,565.0166473303218,0.18941186499014104
Well_A,Reservoir_1,45.714925566031184,0.251149909394234,2.410415874153508,369.66494048053823,0.24510878531163496
Well_A,Basement,137.6319823526252,0.04354035820875465,2.6360242398004927,998.2357180890663,0.019812903892289853
Well_C,Basement,142.73602189596878,0.0662467845846956,2.669692378193481,1641.6236694563763,0.052234705502760416
Well_A,Shale_Cap,117.9811719829897,0.37416377462168915,2.218736183826067,5.9399586245635,0.9503616219202987
Well_A,Basement,147.29865866288296,0.04922162802987198,2.6545856025922814,944.9263299609676,0.03940680628345764
Well_A,Shale_Cap,145.5448605427589,0.37147284807588915,2.2729689141839353,5.10244740370131,0.9753819650071055
Well_C,Reservoir_2,32.56635205268882,0.20123444043365268,2.458384578691504,626.1244839170135,0.21614989010603647
Well_A,Reservoir_1,37.991135486766034,0.20105356208682496,2.4356203272347026,397.92341778583125,0.2539634640695368
Well_D,Reservoir_1,44.90839690376685,0.19307286690018252,2.3971290033536508,382.8666068196758,0.29873719057189196
Well_A,Shale_Cap,128.2396865406493,0.3733044933578692,2.24192703073516,2.7368993569521045,0.9662186623010232
Well_D,Reservoir_1,36.269264523903885,0.2184719813118692,2.451250498384863,181.70066209723967,0.29588996420888064
Well_D,Basement,135.59480251447437,0.050242194566727585,2.702366616662463,1720.4139537332535,0.02506565875650598
Well_D,Transition,69.50085177482497,0.30856614194415294,2.3443856720498637,24.002636013951737,0.48176505279660625
Well_C,Shale_Cap,127.8858399654389,0.403747721031295,2.301791272840372,4.877414489476634,0.9657335468923143
Well_C,Reservoir_1,43.16630580946401,0.20293667414378622,2.416769676869234,372.9565136040306,0.25489525059826534
Well_C,Shale_Cap,117.63678871888777,0.35986914869440717,2.272797571222581,3.8846715957312585,0.9568127967023613
Well_A,Shale_Cap,103.02516080793124,0.3678435602581114,2.2759398909312223,3.340832189483491,0.8725890071076466
Well_D,Transition,77.81705550160895,0.3168124005300911,2.3664020070460414,21.723586705370735,0.5135823757858322
Well_C,Basement,139.64945110573706,0.04077589815501498,2.7084612706840834,1436.0328263935066,0.03725571404870587
Well_C,Shale_Cap,117.42143624630928,0.3999662179629592,2.241367593745639,3.8851486695926583,0.97728364194197
Well_A,Reservoir_1,36.57778883561923,0.21648718563443206,2.386419204176804,338.44507113838534,0.19835693777948868
Well_C,Reservoir_2,37.93839694230782,0.23566575743092286,2.434821900525918,440.40516522246287,0.24044493502915282
Well_A,Shale_Cap,126.97037837965796,0.35308040639506505,2.2525275915909284,3.221242706786925,0.8776437689282425
Well_B,Shale_Cap,135.51143199246627,0.3902781569931783,2.253591635638792,5.484817929052208,0.9495884209495893
Well_C,Transition,83.07777174849416,0.3221939968391245,2.3622945597078555,42.81709554051586,0.5584616883372616
Well_B,Basement,140.55245407228875,0.048673662536174264,2.630764120859881,1264.3224440817337,0.0518738165713602
Well_A,Reservoir_2,21.13665226992982,0.24694843354300844,2.4292934362809215,712.1491840064731,0.25016918626389806
Well_D,Reservoir_1,41.45680030617503,0.22418903634278078,2.401290272588603,235.97673992009342,0.2992924193972698
Well_C,Reservoir_2,35.694052404437514,0.24230734968026107,2.421291225959108,759.5791723751888,0.1737825438097916
Well_A,Reservoir_1,48.51589269705019,0.2173457462680268,2.4467636735359024,185.09896225081462,0.21902725939106069
Well_D,Basement,141.8834823646736,0.04696820217165725,2.6839982570582617,1117.5140269377555,0.01799514669041908
Well_D,Reservoir_1,32.302136349380476,0.2290061518394715,2.4442122674516384,391.99864951630957,0.21223962154344572
Well_B,Transition,77.16440625170023,0.2966235655361998,2.3521015648933954,20.354713643605766,0.5963922920139993
Well_A,Transition,87.29502642086553,0.2814529373161885,2.3571510694820437,21.47271953846418,0.6073477547211229
Well_D,Transition,85.80158103825944,0.3100218833987969,2.3556874484979624,37.14551501493653,0.5402598374449387
Well_C,Transition,86.00836874053712,0.28691848633745154,2.2950810130943062,46.63354726201578,0.5642692803421184
Well_C,Reservoir_2,31.31275742686154,0.2490574909440588,2.472245565159773,633.5994960223525,0.22431605277026195
Well_B,Basement,149.88948672150428,0.05075433638901593,2.6119410256430853,943.8023225275128,0.023070679658688753
Well_D,Reservoir_1,55.02565630498688,0.20648228375135325,2.41246409613569,353.33441820590554,0.25075192713942435
Well_A,Reservoir_1,45.308912256242806,0.19754701276531095,2.413892149104745,226.14181101888022,0.23342237118461664
Well_C,Transition,73.10584727275771,0.29925926405903175,2.3371209332644822,53.94670956333887,0.5263885809944271
Well_D,Transition,72.46063216100916,0.27187365072656333,2.3475068328211393,40.59886262980342,0.5192956501722363
Well_D,Shale_Cap,120.65951802347602,0.35084897001070137,2.243815818459003,5.210342718319252,0.9243663236380091
Well_B,Basement,137.4870615664565,0.031248275303542558,2.6634507823744227,1688.5783474895347,0.0238209024742315
Well_C,Reservoir_2,33.06598314118845,0.21496061336522362,2.4336189212866675,588.9283275204386,0.2449067029622211
Well_C,Reservoir_1,37.22384485917907,0.24802381371506013,2.408786783723708,418.1323781397583,0.2057786943877578
Well_A,Shale_Cap,114.3327458647163,0.34972571214774345,2.2139372064748812,5.63044401022622,0.9428242437806913
Well_C,Shale_Cap,107.32691245595608,0.3483761859593573,2.2679007662815223,5.295161536885178,0.9741578664930486
Well_A,Reservoir_1,39.101633689899366,0.21293586023971098,2.442244412565109,189.76678589713532,0.23606066596539754
Well_C,Reservoir_2,36.48419657932766,0.18696369197341392,2.4256169336151516,384.1432502571523,0.19027373482249707
Well_B,Shale_Cap,118.94994426326156,0.38153703765917535,2.2455028803638384,5.7669028464757,0.9369144440739788
Well_C,Shale_Cap,114.79997935341233,0.35819201845114307,2.2782186475949255,4.374643164834154,0.8513170539236066
Well_A,Basement,146.24928653953936,0.05233216131263502,2.6885940990173975,1501.5757499194845,0.007233504984221414
Well_A,Reservoir_2,33.43562082600912,0.20712547585358676,2.4421711941155304,326.20450368737914,0.1906441112153167
Well_B,Shale_Cap,118.97169990848856,0.34236301909004724,2.239025501845181,2.4920131804949825,0.9226235115385553
Well_C,Reservoir_2,32.46422450570557,0.255314156817294,2.42267650303571,665.714573753728,0.24147252355878884
Well_C,Reservoir_1,38.12263614093718,0.24550621785219023,2.3861272633648705,239.6415096823353,0.2846782191904952
Well_B,Transition,85.35323338888001,0.3278493060012866,2.3424986045620315,48.4296278257263,0.6000587272725797
Well_C,Shale_Cap,118.92553006823562,0.39621616546319566,2.265869774411044,3.4846896937505103,0.9281396416840303
Well_C,Basement,131.5088081605709,0.06032546204341657,2.6938011541048277,1187.0975983181092,0.01001161210192517
Well_A,Reservoir_1,35.36577198908439,0.2057015793942253,2.4038393143162855,200.1595342780642,0.1930537311886901
Well_C,Reservoir_2,35.8983026613467,0.25620617492239217,2.467913676215799,500.5202082880846,0.14860542666171814
Well_C,Reservoir_1,31.899370846674298,0.1938825986700762,2.429297032661949,254.7943693313604,0.21614710651059882
Well_B,Shale_Cap,132.92466258838584,0.37947188486082145,2.2556032231763923,4.753096943120948,0.8682718857851869
Well_B,Reservoir_2,29.63080326464542,0.22971095458243443,2.450925684960074,523.6295578824742,0.1446795215089894
Well_D,Transition,78.05137815848751,0.2982327408158933,2.338899669103536,23.92092264913818,0.483269293485946
Well_A,Reservoir_1,40.44722362399739,0.24197294341009434,2.421218388958825,190.19612965213665,0.3047102594746383
Well_C,Shale_Cap,117.63615745576672,0.3939390880902147,2.2433236102048797,4.411771505917846,0.9574719567663934
Well_C,Basement,141.35618713597464,0.05447716925810278,2.6128737154379453,1337.2668466128266,0.009248702590709226
Well_D,Reservoir_2,26.366162655450974,0.26465029998970185,2.4846260029238527,723.8079606805811,0.24003799543251028
Well_C,Reservoir_1,31.193653595083568,0.19914652400531957,2.3942443249618353,174.98837137174647,0.2310937574601656
Well_A,Reservoir_1,38.2749144104933,0.17041400379248423,2.424958205122351,310.9215762583609,0.20670360416148345
Well_D,Transition,94.59266135799979,0.28161230816827154,2.27409137431761,54.77239038928883,0.6032440667008497
Well_A,Transition,75.71196622495911,0.3220191926999714,2.4087504236266177,40.964437753509614,0.5081836950951406
Well_D,Basement,139.20813725931967,0.04894051645695865,2.7393303004105114,1054.9747624928887,0.05784173082993082
Well_D,Basement,132.98217802962907,0.05253739661494574,2.674030795152963,1330.0479658888262,0.0521981495788611
Well_B,Shale_Cap,122.46440431603281,0.3721670286515642,2.255382538824902,3.103070273005428,0.9640217755323646
Well_A,Shale_Cap,117.25446179602072,0.3875420078780437,2.2494147437263003,3.9336297438925865,0.9622611779268908
Well_C,Basement,131.3618051907587,0.06261921500713992,2.6328280309741214,1535.6183722399273,0.02319243040938167
Well_C,Basement,138.07740196810707,0.02864325786021305,2.7541324560098,1369.551126309818,0.051934628737473135
Well_A,Reservoir_2,31.725529996918567,0.23571108149715314,2.4504224485675867,623.9703442714538,0.254725657233432
Well_C,Transition,83.16172468760045,0.2960532315938535,2.3454618014903947,49.59659277735062,0.5414809743287248
Well_C,Shale_Cap,124.7484537782469,0.3211922273067144,2.2631180155305954,2.076464377719056,0.9119896508813162
Well_A,Transition,79.5578895577502,0.3224822543997203,2.378425793863686,43.62369996687299,0.498820918117137
Well_D,Transition,70.22674612366971,0.27240763670422136,2.331198483262301,25.796083663086517,0.6140427226653334
Well_A,Basement,147.17436083429655,0.05953125045376087,2.675392562602919,1115.1574567115738,0.0008589166600235986
Well_D,Reservoir_2,35.625478934239986,0.24032356574229918,2.427170368095541,719.3167987961936,0.2322707338529169
Well_C,Reservoir_1,44.59153526804364,0.23377826742949284,2.4241660769440214,379.9395743162104,0.263632493708495
Well_C,Reservoir_2,31.8673937037547,0.21236250697544565,2.4367386607211245,535.7664392365826,0.147921181296829
Well_C,Reservoir_2,28.275486775967757,0.2141516015800008,2.4338407694072193,748.3646613048877,0.2537225631157365
Well_B,Transition,62.85108266436971,0.30426587414745876,2.350036164260867,47.397075146157704,0.5789921068173377
Well_D,Reservoir_2,27.914556844659046,0.19784880271262054,2.424745504428676,443.16369121970536,0.17372053986904565
Well_B,Shale_Cap,126.63579873545399,0.3761234772245439,2.244709703173788,2.904115991263999,0.9332618854828597
Well_B,Transition,61.96910108474597,0.3011986526053266,2.3583213081387457,31.23912111220131,0.570694442438674
Well_A,Shale_Cap,95.8439027534334,0.3836769908950739,2.286010223630217,2.287103224906052,0.9387402387590423
Well_B,Reservoir_1,49.433678117636624,0.2261424519327462,2.390529076005911,373.85904653989115,0.28647502090630245
Well_A,Transition,86.48167925999104,0.35519320077822153,2.361772479015363,28.04214707652843,0.5495373591945125
Well_A,Reservoir_1,38.946218245755006,0.19610573737821882,2.401814351237738,323.6850011918515,0.19651984417874846
Well_B,Transition,71.4206405409424,0.3224206133464894,2.350006211947546,19.733520615521314,0.5186637380949259
Well_D,Basement,141.9441980731683,0.046721052834870824,2.6646557205157695,1605.404643120402,0.00022919535951498648
Well_D,Reservoir_2,36.125491323338174,0.212657395685782,2.426837670218495,510.92397696422677,0.1724471943661431
Well_D,Basement,140.17764382734,0.04523779126455341,2.6862316754213817,1560.0392245984065,0.053512328688644084
Well_D,Reservoir_1,47.105387773007834,0.20725256423201205,2.417809296998578,183.21527637664897,0.27244231198038915
Well_D,Reservoir_2,31.48389123533752,0.18122365683447142,2.4373144167562737,655.3372957367585,0.22446285099611973
Well_B,Transition,85.72317987672936,0.3247226144361243,2.352659727728843,29.027931719659396,0.4947510891151199
Well_B,Reservoir_2,32.98657853702798,0.24231542299542283,2.464077688743376,345.538586568447,0.18320605590811742
Well_C,Shale_Cap,120.00422367085278,0.3920241349785823,2.2211229036773292,2.835530896020655,0.8979319322124234
Well_D,Reservoir_2,20.51909523431381,0.2198371960470538,2.4370443936236503,726.8108431144967,0.1899805318284655
Well_B,Shale_Cap,122.61395811681857,0.38600948719221656,2.262444142880868,3.889127216651927,0.964420375929793
Well_C,Reservoir_2,26.305834411096154,0.24340961234482425,2.418562855339197,642.1086247939429,0.17543617730861993
Well_D,Shale_Cap,123.01127620878013,0.3619589689128498,2.232606738374506,4.579330416089255,0.9013670179894954
Well_A,Reservoir_1,48.752608706488616,0.19198758530704263,2.4227678385121676,391.45590068540537,0.22448915157586957
Well_C,Basement,138.73531598731483,0.04837207093927706,2.6612275752618717,1090.8334090551743,0.050128813544531664
Well_B,Transition,69.98250035374822,0.2954280016931996,2.3201695187617446,36.23598962455553,0.5366005646156816
Well_A,Reservoir_2,44.063077108064576,0.24569208575796048,2.439614792405312,830.6545976704218,0.20228387361554587
Well_A,Basement,140.42265502475038,0.03819187184691156,2.6934296508400664,1546.5922403374861,0.046375288912566905
Well_A,Transition,81.50780591047781,0.3003923331538798,2.3701858370790045,22.447667477461323,0.5171815966142048
Well_C,Transition,82.73451306993103,0.30203712590523973,2.396470604544856,30.87953694722666,0.5320435012868863
Well_B,Shale_Cap,121.31808672989213,0.38101775403712035,2.2534668332874084,5.121504494283922,0.9095394486704643
Well_A,Reservoir_1,43.463719187451005,0.17798192043046968,2.393430059504395,177.0806633281351,0.2173882436192439
Well_D,Reservoir_1,41.38047143910572,0.17713622377691665,2.406482911911359,175.03955685626175,0.30493477611858444
Well_A,Basement,151.96882099436812,0.05020886488295962,2.6669210271715604,1716.4915152278854,0.004536302437005047
Well_A,Reservoir_1,34.43901140896452,0.19767277183921045,2.4024960723935216,321.82754680715914,0.2837586226896766
Well_C,Reservoir_2,30.41142451621883,0.20777084086125938,2.44493009556864,749.8955980647396,0.21631456485964742
Well_C,Reservoir_1,51.483244119410244,0.18969811616344262,2.3937828497757936,398.54631921431746,0.22486054068057043
